,name,location,lat,lon
76,역삼센트럴점,서울특별시 강남구 언주로 85길 32 역삼센트럴푸르지오시티오피스텔202호,37.5009283641885,127.040751330892
77,역삼역점,서울특별시 강남구 논현로 94길 23 지상1층 104호,37.5028773660918,127.038216597528
78,영등포역점,서울특별시 영등포구 영등포동4가 432-16,37.5168753221605,126.906108610563
79,오금역점,서울특별시 송파구 양재대로66길 41,37.5000746846002,127.125489092415
80,올림픽공원북문점,서울특별시 강동구 성안로 10,37.5247218399502,127.129477360783
81,용산남영점,"서울특별시 용산구 원효로 97길 19, 1층",37.5417832728935,126.969455899501
82,용산아스테리움점,서울특별시 용산구 한강대로30길 25 B,37.527358545339,126.968861735609
83,은평구청점,서울특별시 서울 은평구 녹번동 206,37.6017785370596,126.929143882737
84,을지로3가역점,서울특별시 중구 을지로 108 1층,37.5660532816543,126.989956138386
85,잠실새내역점,"서울특별시 송파구 백제고분로7길 49,108호",37.510948520197,127.084336791957
86,잠실신천점,서울특별시 송파구 올림픽로 35길 112 1층 101호,37.5178827571707,127.101802779596
87,정릉뉴타운점,서울특별시 성북구 정릉로307 길음뉴타운10단지 라온유상가 109호,37.6032285064084,127.017866208389
88,종로5가역점,서울특별시 종로구 대학로1길 6,37.5714941802021,127.00157118319
89,종로점,"서울특별시 종로구 삼봉로 60, 103호",37.5722870644149,126.980419884203
90,중화역점,서울특별시 중랑구 동일로139길 32,37.6034265068248,127.077225501718
91,창동역점,서울특별시 도봉구 마들로 13길 61 씨드큐브창동 106-3,37.6545399298261,127.049926290286
92,천호밀레니얼중앙점,서울특별시 강동구 올림픽로78길 60 강동밀레니얼중흥S클래스아파트 지하1층 9호,37.5409734434557,127.128499316444
93,천호역점,"서울특별시 강동구 성내동 50-5, 1층",37.5372501761259,127.12630638501
94,청량리역점,서울특별시 동대문구 왕산로36길 6 110호,37.579230143677,127.043474539053
95,충무로3가점,서울특별시 중구 수표로 12,37.5622826663749,126.990615713266
96,태릉역점,서울특별시 노원구 동일로 1000 101호,37.6194889944868,127.075526293582
97,포이사거리점,서울특별시 서초구 양재동 276-7,37.4765571282233,127.045357378604
98,합정역점,서울특별시 마포구 양화로 72 서교 효성해링턴,37.5508138163956,126.916493990351
99,홈플러스강동점,서울특별시 강동구 양재대로1571  홈플러스3F,37.5457145865749,127.14225531407
100,홍대서교점,서울특별시 마포구 서교동 331-18,37.5561764842409,126.925834404005
101,홍대패션거리점,서울특별시 마포구 어울마당로 112-6,37.5546666402963,126.923369200074
102,화곡곰달래점,서울특별시 강서구 국회대로7길 6 1층,37.529929398228,126.860662433152
